translation_x,translation_y,frame_numbers
-1.6166405655027518,-0.3328374025030169,frame_000092
-1.6260040956245378,-0.345586304477801,frame_000093
-1.635367625746324,-0.3583352064525849,frame_000094
-1.6451592028869984,-0.3722173441715106,frame_000095
-1.6582681444240583,-0.394882058907533,frame_000096
-1.671377085961118,-0.4175467736435553,frame_000097
-1.684486027498178,-0.4402114883795777,frame_000098
-1.697594969035238,-0.4628762031156,frame_000099
-1.710703910572298,-0.4855409178516224,frame_000100
-1.7238128520131817,-0.5102899769833287,frame_000101
-1.736921793027342,-0.5442870495987979,frame_000102
-1.750030734041502,-0.5782841222142664,frame_000103
-1.763139675055662,-0.612281194829735,frame_000104
-1.776248616069822,-0.6462782674452034,frame_000105
-1.789357557083982,-0.680275340060672,frame_000106
-1.8034162271586616,-0.7178643655970566,frame_000107
-1.820270578552335,-0.7660268863513489,frame_000108
-1.8371249299460084,-0.814189407105641,frame_000109
-1.853979281339682,-0.8623519278599343,frame_000110
-1.8708336327333552,-0.9105144486142266,frame_000111
-1.8876879841270289,-0.9586769693685188,frame_000112
-1.905752905158856,-1.0105022705567035,frame_000113
-1.926352665377757,-1.069997150664476,frame_000114
-1.9469524255966577,-1.129492030772248,frame_000115
-1.967552185815559,-1.1889869108800202,frame_000116
-1.98815194603446,-1.2484817909877934,frame_000117
-2.008751706253361,-1.3079766710955658,frame_000118
-2.029351464372131,-1.371923549676601,frame_000119
-2.049951219245244,-1.4427507895344962,frame_000120
-2.0705509741183565,-1.513578029392392,frame_000121
-2.0911507289914693,-1.5844052692502877,frame_000122
-2.111750483864582,-1.655232509108183,frame_000123
-2.132350238737695,-1.7260597489660785,frame_000124
-2.153816117762758,-1.8001627501862862,frame_000125
-2.176288573504952,-1.8780727173140424,frame_000126
-2.198761029247146,-1.955982684441799,frame_000127
-2.22123348498934,-2.033892651569555,frame_000128
-2.2437059407315334,-2.111802618697312,frame_000129
-2.2661783964737268,-2.189712585825068,frame_000130
-2.288650849053714,-2.2706377720002293,frame_000131
-2.311123298853507,-2.354213922572776,frame_000132
-2.333595748653299,-2.437790073145321,frame_000133
-2.356068198453092,-2.521366223717866,frame_000134
-2.378540648252884,-2.604942374290411,frame_000135
-2.401013098052676,-2.688518524862956,frame_000136
-2.423485542691401,-2.774652045983403,frame_000137
-2.44595798391494,-2.8624778330747165,frame_000138
-2.468430425138479,-2.9503036201660304,frame_000139
-2.4909028663620183,-3.038129407257346,frame_000140
-2.513375307585557,-3.12595519434866,frame_000141
-2.535847748809096,-3.2137809814399736,frame_000142
-2.5583201850692503,-3.30255787895059,frame_000143
-2.580792618900514,-3.391800213474908,frame_000144
-2.603265052731778,-3.481042547999225,frame_000145
-2.625737486563042,-3.570284882523544,frame_000146
-2.6482099203943066,-3.659527217047863,frame_000147
-2.6706823542255704,-3.748769551572181,frame_000148
-2.693154783377886,-3.839061650436609,frame_000149
-2.7156272108953883,-3.9297205344319193,frame_000150
-2.7380996384128906,-4.02037941842723,frame_000151
-2.760572065930393,-4.11103830242254,frame_000152
-2.7830444934478957,-4.20169718641785,frame_000153
-2.8055169209653976,-4.2923560704131605,frame_000154
-2.82798934335208,-4.381866543343116,frame_000155
-2.850461764540816,-4.471108885055166,frame_000156
-2.872934185729553,-4.560351226767217,frame_000157
-2.8954066069182893,-4.649593568479268,frame_000158
-2.9178790281070257,-4.738835910191319,frame_000159
-2.9403514492957625,-4.82807825190337,frame_000160
-2.961175213525767,-4.9185676608934745,frame_000161
-2.98177492092771,-5.0092265496150805,frame_000162
-3.002374628329652,-5.099885438336686,frame_000163
-3.0229743357315937,-5.19054432705829,frame_000164
-3.043574043133536,-5.281203215779895,frame_000165
-3.0641737505354776,-5.371862104501499,frame_000166
-3.0865525229941797,-5.462520998037779,frame_000167
-3.109024930455868,-5.553179891827464,frame_000168
-3.131497337917557,-5.643838785617147,frame_000169
-3.1539697453792463,-5.734497679406833,frame_000170
-3.1764421528409352,-5.825156573196518,frame_000171
-3.198914560126324,-5.915843292008874,frame_000172
-3.221386958612689,-6.007918732407311,frame_000173
-3.243859357099056,-6.099994172805748,frame_000174
-3.266331755585421,-6.192069613204186,frame_000175
-3.288804154071788,-6.284145053602623,frame_000176
-3.3112765525581542,-6.376220494001063,frame_000177
-3.3337489505179008,-6.468295934840446,frame_000178
-3.3562213431061303,-6.560371380177475,frame_000179
-3.3786937356943594,-6.652446825514505,frame_000180
-3.4011661282825885,-6.744522270851535,frame_000181
-3.423638520870817,-6.836597716188564,frame_000182
-3.446110913459047,-6.928673161525594,frame_000183
-3.4682856783494493,-7.020748606983076,frame_000184
-3.4888853573333747,-7.112824053078008,frame_000185
-3.5094850363173,-7.204899499172939,frame_000186
-3.530084715301225,-7.296974945267869,frame_000187
-3.5506843942851503,-7.389050391362799,frame_000188
-3.571284073269076,-7.48112583745773,frame_000189
-3.5918837510119483,-7.572877502526238,frame_000190
-3.612483424566269,-7.66353640663056,frame_000191
-3.633083098120589,-7.754195310734882,frame_000192
-3.6536827716749096,-7.844854214839205,frame_000193
-3.6742824452292298,-7.935513118943527,frame_000194
-3.6948821187835503,-8.026172023047849,frame_000195
-3.716040258681887,-8.116408494809642,frame_000196
-3.738512633749076,-8.205650859322246,frame_000197
-3.760985008816265,-8.294893223834851,frame_000198
-3.783457383883454,-8.384135588347455,frame_000199
-3.805929758950643,-8.473377952860059,frame_000200
-3.828402134017832,-8.562620317372664,frame_000201
-3.850874507984084,-8.650820510473453,frame_000202
-3.8733468800584343,-8.737229787652968,frame_000203
-3.895819252132786,-8.823639064832488,frame_000204
-3.9182916242071366,-8.910048342012002,frame_000205
-3.940763996281487,-8.996457619191519,frame_000206
-3.9632363683558376,-9.082866896371034,frame_000207
-3.984070119536285,-9.16927617257716,frame_000208
-4.002797072424571,-9.255685447531786,frame_000209
-4.021524025312858,-9.342094722486411,frame_000210
-4.040250978201144,-9.428503997441036,frame_000211
-4.058977931089432,-9.514913272395663,frame_000212
-4.077704883977718,-9.60132254735029,frame_000213
-4.096431834187898,-9.687731824570944,frame_000214
-4.115158781795411,-9.774141103993792,frame_000215
-4.133885729402924,-9.860550383416644,frame_000216
-4.1526126770104375,-9.946959662839497,frame_000217
-4.17133962461795,-10.033368942262346,frame_000218
-4.190066572225464,-10.1197782216852,frame_000219
-4.21095381927906,-10.204553419256785,frame_000220
-4.233426177690927,-10.288129615593844,frame_000221
-4.2558985361027935,-10.371705811930903,frame_000222
-4.27837089451466,-10.455282008267964,frame_000223
-4.300843252926527,-10.538858204605026,frame_000224
-4.323315611338394,-10.622434400942083,frame_000225
-4.343366826276164,-10.7050949023015,frame_000226
-4.362093769368987,-10.78725455392176,frame_000227
-4.38082071246181,-10.869414205542018,frame_000228
-4.399547655554633,-10.951573857162275,frame_000229
-4.418274598647455,-11.033733508782536,frame_000230
-4.437001541740278,-11.115893160402797,frame_000231
-4.45706947316139,-11.197038466108843,frame_000232
-4.477669118159054,-11.277781574806513,frame_000233
-4.49826876315672,-11.358524683504184,frame_000234
-4.518868408154384,-11.439267792201854,frame_000235
-4.539468053152049,-11.52001090089952,frame_000236
-4.560067698149713,-11.60075400959719,frame_000237
-4.579195931445431,-11.67927112067965,frame_000238
-4.597922870640619,-11.757181141503416,frame_000239
-4.616649809835805,-11.83509116232718,frame_000240
-4.635376749030993,-11.913001183150946,frame_000241
-4.65410368822618,-11.990911203974711,frame_000242
-4.672830627421368,-12.068821224798478,frame_000243
-4.693159393416076,-12.14673124577906,frame_000244
-4.713759032001102,-12.22464126678616,frame_000245
-4.734358670586127,-12.30255128779326,frame_000246
-4.754958309171153,-12.380461308800362,frame_000247
-4.7755579477561785,-12.45837132980746,frame_000248
-4.796157586341204,-12.536281350814564,frame_000249
-4.815024969404697,-12.612881067243864,frame_000250
-4.833751899317797,-12.689374542761447,frame_000251
-4.852478829230895,-12.765868018279036,frame_000252
-4.871205759143994,-12.842361493796622,frame_000253
-4.889932689057092,-12.918854969314207,frame_000254
-4.908659618970191,-12.995348444831793,frame_000255
-4.929249219269676,-13.071841928708531,frame_000256
-4.949848851905173,-13.148335412630296,frame_000257
-4.970448484540671,-13.224828896552056,frame_000258
-4.9910481171761685,-13.30132238047382,frame_000259
-5.011647749811666,-13.37781586439558,frame_000260
-5.032126994115476,-13.454218284797346,frame_000261
-5.050853919369166,-13.529295225074696,frame_000262
-5.069580844622855,-13.604372165352048,frame_000263
-5.088307769876544,-13.679449105629402,frame_000264
-5.107034695130234,-13.754526045906752,frame_000265
-5.125761620383923,-13.829602986184105,frame_000266
-5.144739352685567,-13.905059357755752,frame_000267
-5.1653389705639805,-13.982969385030524,frame_000268
-5.185938588442395,-14.0608794123053,frame_000269
-5.206538206320809,-14.138789439580073,frame_000270
-5.227137824199224,-14.216699466854845,frame_000271
-5.247737442077638,-14.294609494129618,frame_000272
-5.26795582850508,-14.3730962581341,frame_000273
-5.286682730483983,-14.45383937811622,frame_000274
-5.305409632462887,-14.53458249809834,frame_000275
-5.324136534441789,-14.615325618080458,frame_000276
-5.342863436420692,-14.696068738062577,frame_000277
-5.361590338399595,-14.776811858044695,frame_000278
-5.380828889740155,-14.857554981609434,frame_000279
-5.4014284952649865,-14.9382981147044,frame_000280
-5.422028100789819,-15.019041247799365,frame_000281
-5.442627706314652,-15.099784380894327,frame_000282
-5.463227311839484,-15.180527513989292,frame_000283
-5.483826917364317,-15.261270647084258,frame_000284
-5.504426521365386,-15.342013782010104,frame_000285
-5.525026122445909,-15.422756920445138,frame_000286
-5.545625723526433,-15.503500058880174,frame_000287
-5.566225324606956,-15.584243197315208,frame_000288
-5.58682492568748,-15.664986335750244,frame_000289
-5.607424526768003,-15.745729474185278,frame_000290
-5.628024122657504,-15.827641262142617,frame_000291
-5.6486237111537285,-15.911217490328688,frame_000292
-5.669223299649953,-15.994793718514757,frame_000293
-5.689822888146179,-16.078369946700832,frame_000294
-5.710422476642404,-16.161946174886904,frame_000295
-5.731022065138629,-16.245522403072975,frame_000296
-5.7516216443722,-16.331830541352236,frame_000297
-5.772221213656994,-16.421072953435296,frame_000298
-5.792820782941789,-16.510315365518355,frame_000299
-5.813420352226583,-16.599557777601415,frame_000300
-5.834019921511378,-16.688800189684475,frame_000301
-5.854619490796172,-16.778042601767535,frame_000302
-5.875219048634033,-16.87041153283001,frame_000303
-5.895818597173577,-16.965320128176725,frame_000304
-5.91641814571312,-17.060228723523444,frame_000305
-5.937017694252663,-17.15513731887016,frame_000306
-5.957617242792207,-17.25004591421688,frame_000307
-5.978216791331751,-17.344954509563596,frame_000308
-5.999980077037657,-17.44514480443763,frame_000309
-6.022452306074793,-17.54855268638002,frame_000310
-6.044924535111931,-17.65196056832241,frame_000311
-6.067396764149067,-17.7553684502648,frame_000312
-6.0898689931862044,-17.85877633220719,frame_000313
-6.112341222223342,-17.96218421414958,frame_000314
-6.13610760378262,-18.07146570544176,frame_000315
-6.160452508303994,-18.18337286706344,frame_000316
-6.184797412825367,-18.29528002868511,frame_000317
-6.209142317346741,-18.407187190306782,frame_000318
-6.233487221868114,-18.51909435192846,frame_000319
-6.257832126389488,-18.63100151355013,frame_000320
-6.283601594797681,-18.75152937428139,frame_000321
-6.309819165461354,-18.87476891031941,frame_000322
-6.336036736125027,-18.998008446357435,frame_000323
-6.3622543067887,-19.121247982395467,frame_000324
-6.388471877452372,-19.244487518433488,frame_000325
-6.414689448116045,-19.367727054471512,frame_000326
-6.442461998708265,-19.500376512047165,frame_000327
-6.470552233371909,-19.634948426711148,frame_000328
-6.498642468035553,-19.76952034137513,frame_000329
-6.5267327026991975,-19.90409225603912,frame_000330
-6.554822937362841,-20.038664170703104,frame_000331
-6.582913172026485,-20.173236085367087,frame_000332
-6.614374240415591,-20.315457353320475,frame_000333
-6.646209845885304,-20.45852854941713,frame_000334
-6.6780454513550165,-20.60159974551379,frame_000335
-6.709881056824729,-20.744670941610448,frame_000336
-6.741716662294442,-20.887742137707104,frame_000337
-6.773552267764155,-21.03081333380376,frame_000338
-6.807203678110589,-21.186246438558744,frame_000339
-6.84091193686016,-21.342066564395104,frame_000340
-6.874620195609732,-21.497886690231464,frame_000341
-6.908328454359304,-21.653706816067825,frame_000342
-6.942036713108875,-21.80952694190419,frame_000343
-6.975818540803966,-21.965625318298027,frame_000344
-7.011399463621314,-22.12852818559748,frame_000345
-7.046980386438662,-22.291431052896925,frame_000346
-7.082561309256009,-22.454333920196376,frame_000347
-7.118142232073358,-22.617236787495823,frame_000348
-7.153723154890705,-22.780139654795278,frame_000349
-7.189508063511578,-22.943968337371217,frame_000350
-7.226961642885881,-23.11537049245487,frame_000351
-7.264415222260183,-23.28677264753852,frame_000352
-7.301868801634486,-23.45817480262217,frame_000353
-7.339322381008789,-23.629576957705837,frame_000354
-7.376775960383092,-23.800979112789484,frame_000355
-7.414229531325061,-23.973646043347923,frame_000356
-7.451683063478297,-24.15213094109039,frame_000357
-7.489136595631534,-24.330615838832856,frame_000358
-7.52659012778477,-24.50910073657532,frame_000359
-7.564043659938006,-24.687585634317788,frame_000360
-7.601497192091243,-24.86607053206025,frame_000361
-7.638950710651229,-25.04666507504554,frame_000362
-7.676404188040293,-25.233649262974904,frame_000363
-7.713857665429358,-25.42063345090427,frame_000364
-7.751311142818422,-25.607617638833634,frame_000365
-7.788764620207487,-25.794601826763,frame_000366
-7.82621809759655,-25.98158601469236,frame_000367
-7.864862064217796,-26.170371243268,frame_000368
-7.9060609009890035,-26.363021626489008,frame_000369
-7.947259737760209,-26.55567200971001,frame_000370
-7.988458574531415,-26.74832239293101,frame_000371
-8.02965741130262,-26.94097277615201,frame_000372
-8.070856248073827,-27.133623159373013,frame_000373
-8.111329396612403,-27.327920291339307,frame_000374
-8.150655489557465,-27.52482034874171,frame_000375
-8.18998158250253,-27.721720406144115,frame_000376
-8.229307675447592,-27.91862046354652,frame_000377
-8.268633768392656,-28.11552052094892,frame_000378
-8.307959861337718,-28.31242057835132,frame_000379
-8.348998116776754,-28.511910899476216,frame_000380
-8.392069565177378,-28.71447715877154,frame_000381
-8.435141013578006,-28.91704341806688,frame_000382
-8.47821246197863,-29.1196096773622,frame_000383
-8.521283910379259,-29.32217593665754,frame_000384
-8.564355358779883,-29.524742195952864,frame_000385
-8.607426781144767,-29.7295471150085,frame_000386
-8.650498180121605,-29.93636303350981,frame_000387
-8.69356957909845,-30.143178952011137,frame_000388
-8.736640978075288,-30.349994870512447,frame_000389
-8.77971237705213,-30.55681078901377,frame_000390
-8.82278377602897,-30.763626707515083,frame_000391
-8.868089008634525,-30.973822110905008,frame_000392
-8.914905757408013,-31.18630423161476,frame_000393
-8.961722506181495,-31.398786352324493,frame_000394
-9.00853925495498,-31.611268473034244,frame_000395
-9.055356003728464,-31.82375059374398,frame_000396
-9.10217275250195,-32.03623271445373,frame_000397
-9.147742118731804,-32.24965837034673,frame_000398
-9.192686121595283,-32.463557058623856,frame_000399
-9.23763012445876,-32.67745574690096,frame_000400
-9.28257412732224,-32.89135443517808,frame_000401
-9.327518130185718,-33.105253123455185,frame_000402
-9.372462133049195,-33.319151811732304,frame_000403
-9.418783871335288,-33.536177040172355,frame_000404
-9.465600524287758,-33.754325394690376,frame_000405
-9.512417177240224,-33.972473749208376,frame_000406
-9.559233830192696,-34.19062210372639,frame_000407
-9.606050483145166,-34.40877045824441,frame_000408
-9.652867136097631,-34.62691881276241,frame_000409
-9.699683744172669,-34.84734882259558,frame_000410
-9.746500341401486,-35.06833027462241,frame_000411
-9.79331693863031,-35.28931172664927,frame_000412
-9.84013353585913,-35.5102931786761,frame_000413
-9.886950133087954,-35.73127463070296,frame_000414
-9.933766730316773,-35.95225608272979,frame_000415
-9.980583279914883,-36.17571650436818,frame_000416
-10.0273998227086,-36.39953106452249,frame_000417
-10.074216365502323,-36.623345624676816,frame_000418
-10.121032908296042,-36.84716018483112,frame_000419
-10.167849451089763,-37.07097474498545,frame_000420
-10.214665993883484,-37.29478930513975,frame_000421
-10.263251533370775,-37.51860387759193,frame_000422
-10.31194073807074,-37.74241845076477,frame_000423
-10.360629942770696,-37.966233023937605,frame_000424
-10.409319147470658,-38.19004759711045,frame_000425
-10.458008352170616,-38.41386217028328,frame_000426
-10.506697556076452,-38.63771721647306,frame_000427
-10.555386705187749,-38.86436490083145,frame_000428
-10.604075854299046,-39.09101258518986,frame_000429
-10.65276500341034,-39.31766026954824,frame_000430
-10.701454152521638,-39.54430795390665,frame_000431
-10.750143301632932,-39.77095563826504,frame_000432
-10.798832447500024,-39.99760332509304,frame_000433
-10.84752155795696,-40.22425103887635,frame_000434
-10.896210668413898,-40.45089875265969,frame_000435
-10.944899778870832,-40.677546466443005,frame_000436
-10.993588889327771,-40.90419418022634,frame_000437
-11.042277999784709,-41.13084189400968,frame_000438
-11.09154228943761,-41.35792469505883,frame_000439
-11.14397675279852,-41.587405535224335,frame_000440
-11.19641121615942,-41.81688637538981,frame_000441
-11.248845679520327,-42.04636721555532,frame_000442
-11.301280142881232,-42.2758480557208,frame_000443
-11.35371460624214,-42.5053288958863,frame_000444
-11.406149054807187,-42.735442121855534,frame_000445
-11.458583451882662,-42.96775605042183,frame_000446
-11.511017848958131,-43.2000699789881,frame_000447
-11.563452246033606,-43.4323839075544,frame_000448
-11.615886643109077,-43.664697836120666,frame_000449
-11.668321040184551,-43.89701176468696,frame_000450
-11.720206987577024,-44.129740545531625,frame_000451
-11.770768629637384,-44.36347104285342,frame_000452
-11.82133027169774,-44.59720154017521,frame_000453
-11.871891913758096,-44.83093203749699,frame_000454
-11.922453555818455,-45.06466253481879,frame_000455
-11.973015197878809,-45.29839303214056,frame_000456
-12.02289796564979,-45.53263703449249,frame_000457
-12.071586851049796,-45.76778409741465,frame_000458
-12.120275736449804,-46.00293116033683,frame_000459
-12.168964621849808,-46.23807822325899,frame_000460
-12.217653507249818,-46.47322528618116,frame_000461
-12.266342392649822,-46.70837234910332,frame_000462
-12.315031255981957,-46.94351941012844,frame_000463
-12.363720090315802,-47.1786664686607,frame_000464
-12.412408924649654,-47.413813527192985,frame_000465
-12.4610977589835,-47.64896058572525,frame_000466
-12.509786593317353,-47.88410764425753,frame_000467
-12.558475427651205,-48.11925470278982,frame_000468
-12.606224547176732,-48.3544017827272,frame_000469
-12.653040640255576,-48.58954888391735,frame_000470
-12.699856733334418,-48.824695985107496,frame_000471
-12.74667282641326,-49.05984308629766,frame_000472
-12.7934889194921,-49.294990187487805,frame_000473
-12.840305012570944,-49.53013728867797,frame_000474
-12.889261293014352,-49.76771275777445,frame_000475
-12.939822713981188,-50.00710950280073,frame_000476
-12.990384134948023,-50.24650624782698,frame_000477
-13.04094555591486,-50.48590299285325,frame_000478
-13.091506976881696,-50.7252997378795,frame_000479
-13.142068397848533,-50.96469648290577,frame_000480
-13.191429255286447,-51.20409325138056,frame_000481
-13.240117930915694,-51.44349003298392,frame_000482
-13.288806606544943,-51.6828868145873,frame_000483
-13.337495282174189,-51.922283596190645,frame_000484
-13.386183957803434,-52.16168037779402,frame_000485
-13.43487263343268,-52.40107715939737,frame_000486
-13.483561269867096,-52.6414807189114,frame_000487
-13.532249890347831,-52.88229407244933,frame_000488
-13.580938510828574,-53.123107425987286,frame_000489
-13.629627131309311,-53.36392077952522,frame_000490
-13.678315751790054,-53.60473413306318,frame_000491
-13.727004372270793,-53.84554748660111,frame_000492
-13.778615699161628,-54.08857170272937,frame_000493
-13.831049664241114,-54.33221819825944,frame_000494
-13.883483629320606,-54.57586469378953,frame_000495
-13.935917594400092,-54.81951118931961,frame_000496
-13.988351559479584,-55.063157684849706,frame_000497
-14.040785524559077,-55.3068041803798,frame_000498
-14.091627657832223,-55.549246617904,frame_000499
-14.142188879610144,-55.79147657460365,frame_000500
-14.19275010138806,-56.03370653130329,frame_000501
-14.243311323165978,-56.27593648800294,frame_000502
-14.293872544943891,-56.51816644470257,frame_000503
-14.344433766721812,-56.76039640140223,frame_000504
-14.394994940842905,-57.00392911854063,frame_000505
-14.445556110799812,-57.24757566911544,frame_000506
-14.496117280756716,-57.49122221969024,frame_000507
-14.546678450713625,-57.73486877026505,frame_000508
-14.597239620670528,-57.97851532083985,frame_000509
-14.647800790627436,-58.222161871414656,frame_000510
-14.700214533926324,-58.46720978978798,frame_000511
-14.752648341196425,-58.7122728854299,frame_000512
-14.805082148466528,-58.957335981071815,frame_000513
-14.857515955736623,-59.2023990767137,frame_000514
-14.909949763006727,-59.44746217235562,frame_000515
-14.962493923284043,-59.69252527005664,frame_000516
-15.016800387646311,-59.9375884006412,frame_000517
-15.071106852008576,-60.18265153122575,frame_000518
-15.125413316370846,-60.42771466181032,frame_000519
-15.179719780733109,-60.67277779239487,frame_000520
-15.23402624509538,-60.91784092297944,frame_000521
-15.287851153127958,-61.162721930422265,frame_000522
-15.338412179370462,-61.40636854768236,frame_000523
-15.38897320561296,-61.65001516494243,frame_000524
-15.439534231855465,-61.89366178220252,frame_000525
-15.490095258097965,-62.1373083994626,frame_000526
-15.540656284340468,-62.38095501672269,frame_000527
-15.59121729331082,-62.625163186507486,frame_000528
-15.641778232414534,-62.87164286154984,frame_000529
-15.69233917151825,-63.118122536592224,frame_000530
-15.742900110621964,-63.36460221163459,frame_000531
-15.793461049725682,-63.61108188667697,frame_000532
-15.844021988829397,-63.85756156171933,frame_000533
-15.894081303705468,-64.10328237278634,frame_000534
-15.942769512359304,-64.34692895565395,frame_000535
-15.991457721013145,-64.59057553852159,frame_000536
-16.04014592966698,-64.8342221213892,frame_000537
-16.08883413832082,-65.07786870425684,frame_000538
-16.13752234697466,-65.32151528712446,frame_000539
-16.18557849555869,-65.56611805383574,frame_000540
-16.232393933635326,-65.81259777401783,frame_000541
-16.27920937171196,-66.05907749419995,frame_000542
-16.3260248097886,-66.30555721438206,frame_000543
-16.37284024786523,-66.55203693456417,frame_000544
-16.41965568594187,-66.79851665474628,frame_000545
-16.467233563665772,-67.04441963301788,frame_000546
-16.515921660525173,-67.28948279412158,frame_000547
-16.56460975738457,-67.53454595522525,frame_000548
-16.61329785424397,-67.77960911632896,frame_000549
-16.661985951103368,-68.02467227743263,frame_000550
-16.71067404796277,-68.26973543853633,frame_000551
-16.75936212021182,-68.51547401921496,frame_000552
-16.80805016545401,-68.76195379066316,frame_000553
-16.8567382106962,-69.00843356211134,frame_000554
-16.90542625593839,-69.25491333355951,frame_000555
-16.954114301180578,-69.5013931050077,frame_000556
-17.00280234642277,-69.74787287645589,frame_000557
-17.050467072583576,-69.99357860903224,frame_000558
-17.09728237702323,-70.2386418387542,frame_000559
-17.14409768146289,-70.48370506847617,frame_000560
-17.190912985902543,-70.72876829819812,frame_000561
-17.2377282903422,-70.9738315279201,frame_000562
-17.284543594781855,-71.21889475764205,frame_000563
-17.330205158844823,-71.46308530040824,frame_000564
-17.37514772528174,-71.70673199478168,frame_000565
-17.420090291718655,-71.95037868915513,frame_000566
-17.46503285815557,-72.19402538352857,frame_000567
-17.509975424592486,-72.43767207790202,frame_000568
-17.554917991029402,-72.68131877227546,frame_000569
-17.60242878429089,-72.92690818398881,frame_000570
-17.65111668151364,-73.17338800781626,frame_000571
